movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning,is_imdb_rating_missing,is_production_budget_missing,is_box_office_revenue_missing
movie_0018,Princess Phoenix,Movie,Adventure,unknown,2011,116.0,PG,English,France,7.6,10555440.0,7278095.0,1,1,1,2021-04-04,0,0,0,0
movie_0019,An Legend,Limited Series,Sci-Fi,Crime,2004,48.0,TV-PG,English,UK,9.3,0.0,0.0,1,155,0,2022-05-12,0,0,1,1
movie_0020,An Mystery,TV Series,Fantasy,unknown,2009,41.0,PG-13,English,Canada,7.1,0.0,0.0,14,168,0,2022-08-21,0,0,1,1
movie_0021,Family Love,Limited Series,Family,Thriller,2020,52.0,TV-PG,English,USA,8.5,0.0,0.0,5,106,0,2023-07-25,0,0,1,1
movie_0022,First Mystery,Movie,Sci-Fi,unknown,1998,115.0,TV-PG,English,South Korea,6.4,2934549.0,40080746.0,1,1,1,2022-09-12,0,1,0,0
movie_0023,Mystery Night,TV Series,Adventure,unknown,2020,60.0,TV-MA,English,USA,4.8,0.0,0.0,6,197,1,2024-10-18,0,0,1,1
movie_0024,Fire Mystery,Movie,Biography,unknown,1990,114.0,TV-Y7,English,South Korea,4.4,895311.0,52104449.0,1,1,0,2023-04-04,0,0,0,0
movie_0025,Quest Queen,Movie,Family,unknown,2013,127.0,PG,English,UK,9.2,0.0,1286089.0,1,1,0,2024-12-21,0,0,1,0
movie_0026,Last Love,TV Series,Comedy,unknown,2000,78.0,PG,English,India,8.6,0.0,0.0,10,121,0,2025-02-23,0,0,1,1
movie_0027,House House,Stand-up Comedy,Western,unknown,2012,60.0,PG-13,English,South Korea,7.0,0.0,0.0,1,1,1,2021-09-19,0,0,1,1
movie_0028,Legend Hero,Stand-up Comedy,Biography,Romance,2003,417.0,PG,French,USA,6.4,0.0,0.0,1,1,0,2024-01-07,0,1,1,1
movie_0029,Dark Princess,Movie,Horror,Sport,1998,117.0,PG,English,Japan,5.4,0.0,6128075.0,1,1,0,2022-04-16,0,0,1,0
movie_0030,Dragon King,Movie,Documentary,unknown,2017,151.0,G,English,India,7.5,0.0,9373734.0,1,1,0,2024-06-10,1,0,1,0
movie_0031,Warrior War,Movie,Romance,unknown,2024,129.0,TV-Y7,English,USA,4.7,0.0,2057069.0,1,1,0,2022-06-10,0,0,1,0
movie_0032,House Hero,TV Series,Crime,unknown,2000,31.0,TV-Y7,German,UK,6.4,0.0,0.0,3,24,0,2024-02-13,0,1,1,1
movie_0033,Mystery City,Movie,Horror,unknown,1995,116.0,TV-MA,Korean,USA,7.3,0.0,0.0,1,1,0,2022-06-24,0,0,1,1
movie_0034,Mission Kingdom,TV Series,War,Horror,2018,48.0,TV-PG,English,India,7.7,0.0,0.0,14,138,1,2023-10-22,1,0,1,1
movie_0035,Princess Love,TV Series,Family,Romance,1994,38.0,TV-PG,English,USA,7.4,0.0,0.0,1,62,0,2021-03-01,0,0,1,1
movie_0036,House Legend,TV Series,Adventure,Action,2018,61.0,PG-13,Spanish,Germany,6.5,0.0,0.0,10,57,0,2025-04-18,0,0,1,1
movie_0037,Empire King,TV Series,Comedy,unknown,2011,51.0,TV-G,French,USA,6.4,0.0,0.0,5,23,0,2025-05-02,0,1,1,1
movie_0038,A Empire,Movie,Action,unknown,1993,98.0,TV-MA,Korean,USA,5.6,3127772.0,391629433.0,1,1,1,2021-06-29,0,0,0,0
movie_0039,Love Queen,Movie,Mystery,unknown,2019,80.0,PG-13,German,USA,7.3,5603605.0,0.0,1,1,0,2022-01-10,0,0,0,1
movie_0040,Mystery Quest,Movie,War,Music,2005,116.0,PG-13,Japanese,UK,6.4,1816487.0,2016406.0,1,1,0,2023-02-04,0,0,0,0
movie_0041,Kingdom War,Documentary,Biography,Sport,2003,83.0,TV-14,English,USA,6.4,0.0,0.0,1,1,0,2023-03-23,0,1,1,1
movie_0042,First Hero,Movie,Action,unknown,2020,452.0,TV-G,Hindi,India,6.7,2146992.0,55547817.0,1,1,1,2024-06-01,0,0,0,0
movie_0043,City Queen,Documentary,Family,unknown,2005,80.0,PG-13,Spanish,USA,6.3,0.0,0.0,1,1,0,2022-12-12,0,0,1,1
movie_0044,Dragon City,Stand-up Comedy,War,Documentary,1998,379.0,TV-G,English,USA,5.2,0.0,0.0,1,1,0,2023-01-31,0,0,1,1
movie_0045,Battle Day,Documentary,History,unknown,2003,92.0,PG,English,USA,5.4,0.0,0.0,1,1,1,2025-02-18,0,0,1,1
movie_0046,The Dragon,TV Series,Family,unknown,2002,43.0,PG-13,English,USA,6.7,0.0,0.0,8,113,0,2023-08-15,0,0,1,1
movie_0047,Day Journey,TV Series,Thriller,unknown,2008,47.0,PG,English,Japan,5.4,0.0,0.0,9,54,0,2020-12-15,0,0,1,1
movie_0048,Secret Legend,Movie,Family,unknown,1994,102.0,TV-14,Hindi,UK,6.4,93953191.0,835652471.0,1,1,0,2024-08-30,0,1,0,0
movie_0049,Kingdom Day,Movie,Thriller,unknown,2023,111.0,NC-17,English,Germany,4.6,629194.0,2736647.0,1,1,0,2024-03-03,0,0,0,0
movie_0050,Last Quest,TV Series,Biography,unknown,2015,41.0,TV-PG,French,USA,6.1,0.0,0.0,8,116,0,2023-08-10,0,0,1,1
movie_0051,Hero Mystery,TV Series,Western,Comedy,1995,52.0,TV-PG,English,USA,8.0,0.0,0.0,12,178,0,2023-09-10,0,0,1,1
movie_0052,Hero Journey,Movie,Sport,Biography,2002,104.0,PG-13,Italian,USA,4.9,6117844.0,16638609.0,1,1,1,2022-11-01,0,0,0,0
movie_0053,Princess City,Documentary,History,unknown,2018,90.0,TV-Y7,English,Canada,4.7,0.0,0.0,1,1,0,2022-02-28,0,0,1,1
movie_0054,Phoenix Journey,TV Series,Romance,History,2021,35.0,TV-MA,English,France,8.8,0.0,0.0,1,78,0,2024-11-17,0,0,1,1
movie_0055,Queen Quest,Movie,Sci-Fi,unknown,2002,84.0,G,Italian,India,4.7,6494786.0,0.0,1,1,1,2023-11-21,1,0,0,1
movie_0056,Big Princess,Movie,Adventure,Comedy,1997,137.0,TV-Y,English,USA,6.2,3593765.0,2259750.0,1,1,1,2021-01-18,0,0,0,0
movie_0057,Mission Dream,Movie,Biography,unknown,2017,82.0,TV-14,Spanish,USA,5.9,4186498.0,7674756.0,1,1,1,2021-10-30,0,0,0,0
movie_0058,Day Mystery,Stand-up Comedy,Drama,unknown,2020,57.0,R,English,USA,6.6,0.0,0.0,1,1,1,2022-10-16,0,0,1,1
movie_0059,Night Secret,TV Series,Romance,Sci-Fi,1992,580.0,TV-14,French,USA,6.3,0.0,0.0,4,42,1,2020-08-24,0,0,1,1
movie_0060,Night Warrior,TV Series,Biography,unknown,1993,44.0,PG-13,English,USA,4.9,0.0,0.0,10,46,0,2024-08-08,0,0,1,1
movie_0061,Journey Night,Movie,Drama,unknown,2017,100.0,TV-MA,English,UK,6.9,11264097.0,0.0,1,1,0,2021-11-25,0,0,0,1
movie_0062,Phoenix Mission,Movie,Action,unknown,2012,129.0,TV-Y,English,USA,4.4,4494260.0,53848956.0,1,1,0,2022-08-16,0,0,0,0
movie_0063,Hero Kingdom,Movie,Adventure,unknown,1997,165.0,G,Hindi,UK,6.9,1360448.0,656952.0,1,1,0,2021-04-22,0,0,0,0
movie_0064,Last City,Documentary,Animation,Crime,1994,115.0,TV-PG,Japanese,South Korea,5.8,0.0,0.0,1,1,0,2021-07-03,0,0,1,1
movie_0065,Day Queen,Movie,Sport,unknown,1991,109.0,TV-14,Italian,USA,6.4,11397312.0,32147534.0,1,1,1,2024-11-16,0,1,0,0
movie_0066,Adventure King,Movie,Comedy,Romance,2013,104.0,TV-14,English,Canada,7.9,4687811.0,26772080.0,1,1,0,2022-06-24,0,0,0,0
movie_0067,Story Mystery,TV Series,Crime,unknown,2005,50.0,PG,English,USA,6.8,0.0,0.0,2,73,0,2023-05-21,0,0,1,1
movie_0068,Secret Night,TV Series,Horror,unknown,1994,46.0,R,English,USA,7.5,0.0,0.0,5,44,0,2021-10-22,0,0,1,1
movie_0069,An Quest,TV Series,Documentary,unknown,2020,42.0,NC-17,Spanish,South Korea,8.1,0.0,0.0,9,6,0,2024-02-13,0,0,1,1
movie_0070,Battle City,Documentary,Biography,unknown,2023,81.0,R,Hindi,France,6.5,0.0,0.0,1,1,0,2022-12-31,1,0,1,1
movie_0071,Phoenix Ice,TV Series,Music,Sci-Fi,2016,70.0,TV-MA,English,Canada,6.7,0.0,0.0,3,79,1,2024-06-17,0,0,1,1
movie_0072,Storm Warrior,Limited Series,Sci-Fi,Drama,2015,73.0,TV-14,French,South Korea,6.4,0.0,0.0,14,75,0,2021-06-09,0,1,1,1
movie_0073,House Family,TV Series,Action,unknown,2021,42.0,TV-PG,German,Canada,4.8,0.0,0.0,5,121,1,2023-03-24,0,0,1,1
movie_0074,Dark Ice,Movie,Comedy,unknown,2005,150.0,PG,English,Canada,6.4,1915176.0,3628760.0,1,1,1,2021-11-07,0,1,0,0
movie_0075,War Hero,TV Series,Animation,Crime,2016,18.0,TV-PG,English,USA,6.5,0.0,0.0,1,177,0,2023-04-21,1,0,1,1
movie_0076,Empire Battle,Movie,Family,Documentary,2023,108.0,G,English,USA,6.8,20837483.0,4643156.0,1,1,1,2023-05-30,0,0,0,0
movie_0077,Our Battle,TV Series,War,History,2018,26.0,TV-14,English,USA,6.4,0.0,0.0,5,95,1,2024-12-03,0,0,1,1
movie_0078,Little War,Movie,Fantasy,Mystery,1999,143.0,NC-17,Hindi,USA,6.4,1035450.0,0.0,1,1,0,2022-03-30,0,1,0,1
movie_0079,Mission Dream,Movie,War,unknown,2005,414.0,TV-G,Hindi,USA,5.9,4204348.0,24367896.0,1,1,0,2021-02-07,0,0,0,0
movie_0080,Day Queen,Movie,Documentary,Documentary,2014,89.0,TV-Y,English,USA,7.8,5453306.0,32981493.0,1,1,0,2022-12-26,0,0,0,0
movie_0081,Mission Fire,Movie,Documentary,unknown,2023,119.0,TV-14,Italian,Japan,7.8,22471820.0,5603722.0,1,1,0,2021-06-05,0,0,0,0
movie_0082,Bright Phoenix,Movie,Western,unknown,1995,408.0,TV-MA,German,South Korea,4.6,8461755.0,173407724.0,1,1,1,2021-04-14,0,0,0,0
movie_0083,Journey Phoenix,Movie,Sci-Fi,unknown,2024,101.0,TV-Y,English,USA,7.0,97100.0,69320180.0,1,1,1,2020-08-14,1,0,0,0
movie_0084,Night Phoenix,Movie,Documentary,Crime,1998,114.0,PG,English,Germany,6.8,0.0,39250966.0,1,1,1,2023-09-08,1,0,1,0
movie_0085,Mission Secret,Stand-up Comedy,Crime,Crime,2009,44.0,TV-Y,Korean,USA,5.7,0.0,0.0,1,1,0,2024-05-03,1,0,1,1
movie_0086,Big Adventure,Documentary,Biography,Family,1998,68.0,G,English,UK,0.6,0.0,0.0,1,1,1,2024-07-11,0,0,1,1
movie_0087,Our Storm,Movie,Comedy,unknown,2010,38.0,PG-13,Italian,USA,6.6,0.0,0.0,1,1,0,2021-02-22,1,0,1,1
movie_0088,Journey Love,TV Series,Sport,unknown,1990,63.0,PG-13,English,Canada,7.2,0.0,0.0,4,79,0,2023-03-02,0,0,1,1
movie_0089,Mystery Day,Movie,Romance,unknown,2014,79.0,TV-Y7,Hindi,Japan,0.9,44425136.0,16348642.0,1,1,1,2021-06-07,1,0,0,0
movie_0090,Ice Kingdom,Documentary,Animation,Biography,2003,107.0,TV-PG,English,USA,8.7,0.0,0.0,1,1,0,2021-12-24,1,0,1,1
movie_0091,Dragon Ice,Documentary,Horror,unknown,1993,79.0,PG-13,English,Japan,4.7,0.0,0.0,1,1,1,2022-11-24,0,0,1,1
movie_0092,Story Kingdom,TV Series,War,unknown,1991,35.0,PG,English,UK,8.8,0.0,0.0,14,62,0,2024-04-23,0,0,1,1
movie_0093,City Queen,Movie,History,Biography,2020,101.0,R,English,USA,9.7,0.0,41795066.0,1,1,1,2024-03-31,0,0,1,0
movie_0094,Dark City,Stand-up Comedy,Western,Western,1993,68.0,TV-Y7,English,USA,5.3,0.0,0.0,1,1,0,2021-08-03,0,0,1,1
movie_0095,Legend Storm,TV Series,Fantasy,unknown,2003,32.0,TV-MA,English,USA,3.6,0.0,0.0,9,76,1,2025-05-06,0,0,1,1
movie_0096,King Fire,Movie,Action,unknown,2018,105.0,G,English,UK,4.5,8939550.0,4931077.0,1,1,0,2024-06-22,1,0,0,0
movie_0097,Secret War,Movie,Fantasy,unknown,2001,102.0,TV-Y,Hindi,Canada,3.1,2137471.0,36710118.0,1,1,0,2021-05-15,0,0,0,0
movie_0098,A War,Stand-up Comedy,Adventure,unknown,2001,77.0,PG-13,English,USA,6.4,0.0,0.0,1,1,1,2022-07-27,0,0,1,1
movie_0099,Dragon Day,Documentary,Western,unknown,2021,110.0,PG,English,UK,8.3,0.0,0.0,1,1,0,2021-07-06,1,0,1,1
movie_0100,Adventure Dream,Movie,Fantasy,unknown,1996,99.0,TV-G,English,Canada,6.0,8590064.0,0.0,1,1,0,2024-07-30,0,0,0,1
movie_0101,King House,TV Series,Animation,unknown,2008,45.0,TV-MA,English,South Korea,6.9,0.0,0.0,3,96,0,2025-07-19,0,0,1,1
movie_0102,Fire War,TV Series,Comedy,Sci-Fi,2003,32.0,TV-14,Italian,South Korea,5.1,0.0,0.0,6,74,0,2023-08-17,1,0,1,1
movie_0103,Family Battle,Stand-up Comedy,Sci-Fi,Action,2017,52.0,NC-17,Italian,France,8.2,0.0,0.0,1,1,0,2024-04-16,0,0,1,1
movie_0104,Mystery Mystery,Movie,War,Fantasy,2001,107.0,TV-Y,English,South Korea,6.4,0.0,13208249.0,1,1,0,2024-11-24,0,1,1,0
movie_0105,Adventure House,Movie,Animation,Adventure,1992,109.0,TV-MA,Korean,USA,6.3,1354517.0,3059547.0,1,1,1,2023-09-28,0,0,0,0
movie_0106,Dragon Night,Documentary,Animation,Family,1991,89.0,NC-17,Spanish,South Korea,7.3,0.0,0.0,1,1,0,2020-08-25,1,0,1,1
movie_0107,Love Kingdom,Documentary,Biography,unknown,2014,87.0,TV-MA,English,UK,6.1,0.0,0.0,1,1,0,2023-03-02,1,0,1,1
movie_0108,First Phoenix,Movie,Fantasy,unknown,2000,128.0,TV-G,Italian,USA,7.8,747506.0,151826737.0,1,1,0,2021-03-14,1,0,0,0
movie_0109,Family Story,Movie,War,unknown,2023,119.0,PG-13,English,USA,6.5,2792744.0,194859508.0,1,1,0,2022-12-24,0,0,0,0
movie_0110,Queen Day,Movie,Comedy,Adventure,1998,122.0,NC-17,English,USA,5.5,3551286.0,0.0,1,1,1,2022-06-03,0,0,0,1
movie_0111,Kingdom Mission,Movie,Sport,unknown,1995,106.0,TV-Y7,English,USA,6.4,770163.0,3222643.0,1,1,0,2021-03-12,1,1,0,0
movie_0112,King Princess,TV Series,Music,Biography,1991,69.0,R,English,USA,6.4,0.0,0.0,2,103,1,2022-01-22,0,1,1,1
movie_0113,A Quest,Movie,History,unknown,2022,110.0,PG-13,French,Germany,5.9,845349.0,4568753.0,1,1,0,2020-12-09,1,0,0,0
movie_0114,Journey King,TV Series,Animation,Mystery,2008,46.0,TV-PG,English,India,9.7,0.0,0.0,9,48,0,2022-10-24,0,0,1,1
movie_0115,War Dragon,Movie,Crime,unknown,2021,69.0,NC-17,English,USA,6.0,18860431.0,57338013.0,1,1,1,2021-04-09,0,0,0,0
movie_0116,Secret Story,Documentary,Biography,Documentary,1990,134.0,TV-14,French,France,4.7,0.0,0.0,1,1,0,2024-02-27,1,0,1,1
movie_0117,Little Dragon,Movie,Family,unknown,2013,109.0,R,English,USA,5.2,794995.0,24268353.0,1,1,1,2022-04-27,1,0,0,0
movie_0118,Hero Love,Documentary,Sport,unknown,2014,96.0,TV-14,English,USA,6.4,0.0,0.0,1,1,0,2021-07-14,0,1,1,1
movie_0119,Little Warrior,Documentary,Action,Adventure,2019,98.0,G,Hindi,South Korea,8.5,0.0,0.0,1,1,0,2025-07-26,1,0,1,1
movie_0120,Last Mission,Movie,Mystery,Comedy,2022,152.0,TV-Y,English,USA,5.2,0.0,22144747.0,1,1,0,2024-04-21,0,0,1,0
movie_0121,Last Dream,Movie,Mystery,unknown,2004,113.0,G,English,USA,6.1,1666756.0,0.0,1,1,0,2022-09-09,0,0,0,1
movie_0122,Little Queen,Movie,History,unknown,2019,125.0,TV-MA,English,USA,3.9,9321651.0,5551808.0,1,1,0,2024-08-01,0,0,0,0
movie_0123,Family Fire,Movie,Documentary,History,2008,109.0,R,English,USA,4.5,556402.0,8920240.0,1,1,1,2023-04-03,0,0,0,0
movie_0124,Bright House,TV Series,Comedy,unknown,2003,38.0,TV-Y,English,USA,6.6,0.0,0.0,12,14,1,2024-01-14,0,0,1,1
movie_0125,Our Queen,Movie,Western,Music,2010,105.0,PG,English,Canada,5.0,16341730.0,39189864.0,1,1,1,2022-01-10,0,0,0,0
movie_0126,Journey Princess,Movie,Sci-Fi,Biography,2003,125.0,TV-MA,Spanish,USA,7.4,26713214.0,5582578.0,1,1,0,2022-12-29,0,0,0,0
movie_0127,Dragon Quest,Documentary,Music,Drama,2016,85.0,PG,English,USA,4.4,0.0,0.0,1,1,0,2024-12-22,0,0,1,1
movie_0128,A Quest,Limited Series,History,unknown,2008,58.0,NC-17,English,Canada,4.9,0.0,0.0,2,153,0,2022-03-29,0,0,1,1
movie_0129,Mission Fire,Stand-up Comedy,Sci-Fi,Crime,2000,36.0,TV-Y7,English,USA,6.4,0.0,0.0,1,1,1,2023-10-10,0,1,1,1
movie_0130,Last House,Movie,Action,unknown,1990,36.0,NC-17,English,Japan,6.4,10949397.0,45443003.0,1,1,0,2020-11-19,0,0,0,0
movie_0131,Story Mystery,Movie,Sci-Fi,unknown,2024,115.0,TV-Y7,English,USA,6.4,31998338.0,4303498.0,1,1,1,2025-04-25,0,0,0,0
movie_0132,Dragon War,Documentary,Comedy,unknown,2022,95.0,TV-PG,Spanish,Japan,7.7,0.0,0.0,1,1,0,2021-01-12,0,0,1,1
movie_0133,Adventure Princess,Movie,Family,unknown,1993,97.0,R,English,USA,7.8,9889659.0,36933865.0,1,1,0,2021-12-12,0,0,0,0
movie_0134,Story Night,Stand-up Comedy,Adventure,Animation,1999,52.0,PG,Spanish,France,7.3,0.0,0.0,1,1,0,2023-08-24,0,0,1,1
movie_0135,Princess House,Movie,Western,unknown,2016,73.0,TV-G,Japanese,USA,5.3,0.0,196392638.0,1,1,0,2023-08-10,0,0,1,0
movie_0136,First House,Documentary,Adventure,unknown,2001,404.0,NC-17,English,Canada,1.0,0.0,0.0,1,1,0,2023-05-25,0,0,1,1
movie_0137,First Mission,Movie,History,unknown,2023,106.0,TV-Y7,English,USA,7.6,992285.0,84883879.0,1,1,0,2020-12-26,0,0,0,0
movie_0138,Kingdom Fire,Movie,Biography,Comedy,2024,118.0,PG,English,Canada,5.6,2785266.0,20178073.0,1,1,0,2023-05-29,0,0,0,0
movie_0139,Last War,Limited Series,Mystery,unknown,1993,23.0,TV-G,English,USA,4.4,0.0,0.0,2,102,0,2024-05-05,0,0,1,1
movie_0140,City Empire,Documentary,Sport,unknown,2023,19.0,TV-14,English,France,5.6,0.0,0.0,1,1,0,2025-06-20,0,0,1,1
movie_0141,War Story,Movie,Action,Crime,1990,96.0,PG,Korean,Japan,3.9,0.0,351613.0,1,1,0,2024-10-30,1,0,1,0
movie_0142,Battle Secret,Limited Series,Western,unknown,2018,71.0,TV-Y7,English,UK,6.4,0.0,0.0,14,169,0,2021-02-26,1,1,1,1
movie_0143,Adventure Fire,Movie,Biography,unknown,2006,143.0,NC-17,German,Germany,5.0,792013.0,5298432.0,1,1,1,2022-12-28,0,0,0,0
movie_0144,Our Dream,TV Series,Comedy,unknown,2013,37.0,TV-14,Korean,India,9.4,0.0,0.0,11,42,1,2020-12-07,0,0,1,1
movie_0145,Fire Empire,TV Series,Thriller,Sci-Fi,1990,40.0,G,English,UK,8.4,0.0,0.0,10,197,1,2024-03-09,0,0,1,1
movie_0146,Bright Love,Movie,War,unknown,2014,79.0,PG-13,English,USA,4.4,0.0,0.0,1,1,0,2024-11-22,0,0,1,1
movie_0147,Dark Love,Documentary,Action,unknown,1996,34.0,G,Japanese,UK,3.9,0.0,0.0,1,1,0,2023-02-11,0,0,1,1
movie_0148,War Storm,TV Series,Mystery,unknown,1997,66.0,TV-Y7,Spanish,USA,8.9,0.0,0.0,1,101,1,2022-07-29,0,0,1,1
movie_0149,The Fire,Documentary,Action,unknown,2000,364.0,TV-PG,Spanish,USA,3.0,0.0,0.0,1,1,0,2023-09-12,0,0,1,1
movie_0150,Story Fire,Movie,Adventure,Sport,2013,157.0,TV-14,English,Japan,8.1,28183154.0,26250908.0,1,1,0,2022-12-26,1,0,0,0
movie_0151,Night Love,Movie,Animation,unknown,2005,98.0,TV-Y,English,South Korea,6.2,5071451.0,235899.0,1,1,0,2022-12-11,0,0,0,0
movie_0152,Fire Quest,Movie,Documentary,Sport,1991,104.0,TV-MA,Hindi,USA,3.6,0.0,0.0,1,1,0,2020-10-13,0,0,1,1
movie_0153,Phoenix Dragon,Movie,Animation,unknown,2007,148.0,NC-17,Spanish,USA,7.8,1445488.0,0.0,1,1,1,2024-01-30,0,0,0,1
movie_0154,Bright Phoenix,TV Series,Sci-Fi,unknown,1998,19.0,TV-Y,Italian,UK,5.0,0.0,0.0,14,187,1,2024-01-15,0,0,1,1
movie_0155,Dream Battle,Movie,Romance,unknown,2005,140.0,TV-Y7,English,USA,6.5,0.0,10889136.0,1,1,0,2025-07-01,0,0,1,0
movie_0156,An Ice,Movie,History,Thriller,2019,111.0,TV-14,English,France,6.0,19903417.0,10427828.0,1,1,1,2023-07-16,0,0,0,0
movie_0157,Last Ice,Documentary,Sport,unknown,2001,77.0,R,German,USA,10.0,0.0,0.0,1,1,0,2022-02-15,0,0,1,1
movie_0158,Storm Princess,Documentary,War,unknown,2019,110.0,R,English,USA,6.4,0.0,0.0,1,1,0,2022-02-27,1,1,1,1
movie_0159,Battle Family,Movie,Drama,Mystery,2001,121.0,NC-17,Korean,India,7.7,6129856.0,6244192.0,1,1,0,2023-01-23,0,0,0,0
movie_0160,Love Journey,Movie,Comedy,unknown,2016,10.0,R,Italian,Canada,6.6,9355608.0,738634327.0,1,1,0,2023-08-19,0,0,0,0
movie_0161,Our King,Movie,Western,unknown,1993,97.0,TV-Y,English,Germany,6.5,3405303.0,894261.0,1,1,0,2021-02-20,0,0,0,0
movie_0162,Day Fire,TV Series,Animation,Sci-Fi,2005,40.0,TV-PG,Spanish,South Korea,5.8,0.0,0.0,5,111,0,2021-08-23,0,0,1,1
movie_0163,Bright War,Movie,Comedy,unknown,2015,85.0,TV-PG,English,USA,5.7,503735.0,58761541.0,1,1,0,2021-01-10,1,0,0,0
movie_0164,Quest Ice,Movie,Romance,Western,1995,111.0,TV-14,English,USA,6.4,2398917.0,35707634.0,1,1,0,2021-01-13,0,1,0,0
movie_0165,Bright Day,Movie,Action,Sci-Fi,2018,91.0,G,English,Germany,7.6,456624.0,82210.0,1,1,0,2023-11-21,0,0,0,0
movie_0166,Mystery Princess,TV Series,Western,unknown,2012,66.0,TV-G,English,USA,3.3,0.0,0.0,10,54,1,2024-02-03,0,0,1,1
movie_0167,Battle Night,TV Series,Adventure,unknown,2010,37.0,TV-MA,Italian,USA,6.4,0.0,0.0,9,178,0,2021-06-26,0,1,1,1
movie_0168,Love Love,Movie,Crime,Mystery,1997,103.0,G,English,USA,6.9,5781768.0,0.0,1,1,1,2023-02-13,0,0,0,1
movie_0169,Storm Day,TV Series,Western,unknown,1998,53.0,TV-PG,English,Canada,6.9,0.0,0.0,13,81,0,2025-01-20,0,0,1,1
movie_0170,Phoenix Love,Movie,Horror,unknown,1997,537.0,R,English,South Korea,6.1,431570.0,6675003.0,1,1,0,2024-03-10,1,0,0,0
movie_0171,Dream Warrior,Movie,Biography,unknown,1994,110.0,TV-14,English,USA,1.4,3768477.0,11316045.0,1,1,0,2021-05-21,0,0,0,0
movie_0172,My Story,Movie,Horror,unknown,1993,94.0,TV-Y,Spanish,USA,10.0,5064920.0,11553135.0,1,1,0,2023-09-10,0,0,0,0
movie_0173,Little Dragon,Stand-up Comedy,Sci-Fi,History,2002,58.0,TV-Y,Hindi,Canada,7.2,0.0,0.0,1,1,1,2022-02-04,0,0,1,1
movie_0174,City Battle,TV Series,Thriller,unknown,2020,50.0,TV-Y7,Spanish,France,6.4,0.0,0.0,7,78,0,2023-11-06,0,1,1,1
movie_0175,Fire Day,Movie,Fantasy,unknown,2002,137.0,TV-G,German,USA,8.9,365831.0,0.0,1,1,1,2023-07-13,0,0,0,1
